task_id,type,example_id,arxiv_id,kind,categories,prompt,answer
2501.00831#5:paper-subarea:2,paper-subarea,2501.00831#5,2501.00831,theorem,query-complexity,"theorem dthfdt 2 size (f)-1 ≤ size _ u (f) ≤ 2^ size (f) - 1 .

[MASK]",query-complexity
2501.00831#7:bound-cloze:1,bound-cloze,2501.00831#7,2501.00831,theorem,query-complexity,"theorem kbitdthfdt Let T be a Boolean decision tree of size s and depth d for f . Then, there exists a k -bit hazard-free decision tree of size at most s^ [MASK] - 1 and depth at most 2^k · d for f .",2^ k+1
2501.00831#7:paper-subarea:3,paper-subarea,2501.00831#7,2501.00831,theorem,query-complexity,"theorem kbitdthfdt Let T be a Boolean decision tree of size s and depth d for f . Then, there exists a k -bit hazard-free decision tree of size at most s^ 2^ k+1 - 1 and depth at most 2^k · d for f .

[MASK]",query-complexity
2501.00831#8:bound-cloze:2,bound-cloze,2501.00831#8,2501.00831,theorem,query-complexity,"theorem smalldepth For any n ≥ 1 , there is a non-degenerate Boolean function on n+[MASK] -1 inputs that has a hazard-free decision tree of depth 2n+1 .",2^ n+1
2501.00831#8:paper-subarea:4,paper-subarea,2501.00831#8,2501.00831,theorem,query-complexity,"theorem smalldepth For any n ≥ 1 , there is a non-degenerate Boolean function on n+2^ n+1 -1 inputs that has a hazard-free decision tree of depth 2n+1 .

[MASK]",query-complexity
2501.00831#10:bound-cloze:3,bound-cloze,2501.00831#10,2501.00831,corollary,query-complexity,"Let N = 3n for n ≥ 1 . Let CM _N be the N -input Chandra-Markowsky function . Then, size _ u ( CM _N) ≥ binom N N/3 binom 2N/3 N/3 3^N/[MASK] .",N^2
2501.00831#16:bound-cloze:4,bound-cloze,2501.00831#16,2501.00831,theorem,query-complexity,"For k ∈ [0, n] , any optimal depth decision tree that correctly computes the hazard-free extension of MUX _n on inputs with at most k unstable values has depth [MASK] + n .",2^k
2501.02626#1:bound-cloze:1,bound-cloze,2501.02626#1,2501.02626,theorem,average-case,"Let t(X) ∈ F_2[X]/(X^n-1) be a fixed polynomial with τ nonzero coefficients, and let R(X) = Σ _ i=0 ^ n-1 R_iX^i be such that each R_i arrow Ber (ω) independently. Let I(X) = Σ _ i=0 ^ n-1 I_iX^i where each I_i arrow Ber (τω) independently. Assuming ω ≥ [MASK] , the statistical distance between t(X)R(X) and I(X) is Ω( sqrt n 2^ -2ω ) .",Ω( log n)
2501.02626#1:paper-subarea:1,paper-subarea,2501.02626#1,2501.02626,theorem,average-case,"Let t(X) ∈ F_2[X]/(X^n-1) be a fixed polynomial with τ nonzero coefficients, and let R(X) = Σ _ i=0 ^ n-1 R_iX^i be such that each R_i arrow Ber (ω) independently. Let I(X) = Σ _ i=0 ^ n-1 I_iX^i where each I_i arrow Ber (τω) independently. Assuming ω ≥ Ω( log n) , the statistical distance between t(X)R(X) and I(X) is Ω( sqrt n 2^ -2ω ) .

[MASK]",average-case
2501.02626#9:paper-subarea:2,paper-subarea,2501.02626#9,2501.02626,corollary,average-case,"Let t, R, I ∈ F_2[X] / (X^n - 1) , with t fixed and invertible and R arrow Ber (ω)^ ⊗ n , and I arrow Ber (weight t ω)^ ⊗ n . Then \[ D(t R | I) = n Θ(2^ -2 ω ). \]

[MASK]",average-case
2501.02626#13:paper-subarea:3,paper-subarea,2501.02626#13,2501.02626,corollary,average-case,"Assuming ω ≥ log (n) the statistical distance Δ_ tv (t R, I) can be bounded to the range \[ Δ_ tv (t R, I) ∈ bracks n · Θ(2^ -2 ω ), sqrt n · Θ(2^ -ω ) \ . \]

[MASK]",average-case
2501.02626#14:bound-cloze:2,bound-cloze,2501.02626#14,2501.02626,corollary,average-case,"Let ω ≤ log (n) , and τ ≥ 2 s , and t_1(X), ... , t_s(X) be vectors that have an arithmetic progression with the same common difference. Then the divergence to I stackrel rm def = Ber (τ ω)^ ⊗ n can be bounded to the range \[ D(t_1 R_1 + ... + t_s R_s, I) = [MASK]. \] Notably, this value is negligible when s ω ≥ log (n)^2 .",Θ(n 2^ -4 s ω )
2501.02626#14:paper-subarea:4,paper-subarea,2501.02626#14,2501.02626,corollary,average-case,"Let ω ≤ log (n) , and τ ≥ 2 s , and t_1(X), ... , t_s(X) be vectors that have an arithmetic progression with the same common difference. Then the divergence to I stackrel rm def = Ber (τ ω)^ ⊗ n can be bounded to the range \[ D(t_1 R_1 + ... + t_s R_s, I) = Θ(n 2^ -4 s ω ). \] Notably, this value is negligible when s ω ≥ log (n)^2 .

[MASK]",average-case
2501.03001#2:paper-subarea:1,paper-subarea,2501.03001#2,2501.03001,theorem,total-search,"In a zero-sum game G , for any strategy profile bm σ =(bm σ _i,bm σ _ -i ) , bf NashD (bm σ ) ≥ 0 , and bm σ is an NE if and only if bf NashD (bm σ ) = 0 .

[MASK]",total-search
2501.03001#3:paper-subarea:2,paper-subarea,2501.03001#3,2501.03001,theorem,total-search,"In a game G where the utility function u_i of each player i is convex, there exists a constant L_ G that, with the learning rate γ_t ≤ 1/L_ G , the gradient descent algorithm locally minimizes function bf NashD (bm σ ) with convergence rate O(L_ G /T) where T is the number of iterations.

[MASK]",total-search
2501.08905#1:bound-cloze:1,bound-cloze,2501.08905#1,2501.08905,definition,total-search,"A (normal-form) game Γ consists of A finite set of players N := {1, ... , N} , where N ≥ 2 denotes the number of players, A finite set of actions A^i := {1, ... , [MASK]} for each player i ∈ N , where m^i denotes the number of actions, and A utility payoff function u^i: A^1 × ... × A^N → R for each player i ∈ N .",m^i
2501.08905#6:bound-cloze:2,bound-cloze,2501.08905#6,2501.08905,theorem,total-search,"prop totalsymmpoly We can determine whether a game is totally symmetric, for A^* = A^1 = ... = A^N with the current action numbering, in polytime O ([MASK] · |A|) .",N^2
2501.08905#6:paper-subarea:1,paper-subarea,2501.08905#6,2501.08905,theorem,total-search,"prop totalsymmpoly We can determine whether a game is totally symmetric, for A^* = A^1 = ... = A^N with the current action numbering, in polytime O (N^2 · |A|) .

[MASK]",total-search
2501.08905#7:bound-cloze:3,bound-cloze,2501.08905#7,2501.08905,theorem,total-search,prop onePLactspoly We can compute (a generator set of) the group of 1PL-actions symmetries of a game Γ in polytime O ( N · max _i ([MASK])^2 · |A| ) .,m^i
2501.08905#7:paper-subarea:2,paper-subarea,2501.08905#7,2501.08905,theorem,total-search,"prop onePLactspoly We can compute (a generator set of) the group of 1PL-actions symmetries of a game Γ in polytime O ( N · max _i (m^i)^2 · |A| ) .

[MASK]",total-search
2501.08905#13:paper-subarea:3,paper-subarea,2501.08905#13,2501.08905,theorem,total-search,"thm allsymmcomp We can compute (a generator set of) the group normal Sym (Γ) of symmetries of a game Γ in time 2^ O (| A |) .

[MASK]",total-search
2501.08905#18:paper-subarea:4,paper-subarea,2501.08905#18,2501.08905,theorem,total-search,"rem symmpresnes For any symmetry φ of Γ , we have that strategy profile s ∈ S is a Nash equilibrium if and only if φ( s ) is.

[MASK]",total-search
2502.02012#2:paper-subarea:1,paper-subarea,2502.02012#2,2502.02012,theorem,counting-complexity,"Let F be a set of EO signatures. Then \#sf EO ( F ) is either in FP ^ NP or \#P-hard.

[MASK]",counting-complexity
2502.02012#12:paper-subarea:2,paper-subarea,2502.02012#12,2502.02012,theorem,counting-complexity,"Suppose F is a finite set of signatures mapping Boolean inputs to complex numbers. If F ⊆ mathscr A or F ⊆ mathscr P , then \#sf CSP ( F ) is computable in polynomial time. Otherwise, \#sf CSP ( F ) is \#P-hard.

[MASK]",counting-complexity
2502.02012#14:paper-subarea:3,paper-subarea,2502.02012#14,2502.02012,theorem,counting-complexity,"For any signature set F , \#sf CSP ( F ) equiv _T \#sf EO (π( F )).

[MASK]",counting-complexity
2502.02012#16:paper-subarea:4,paper-subarea,2502.02012#16,2502.02012,theorem,counting-complexity,"Let f be a quaternary sf EO signature, then sf Holant ( ≠ _2mid f) is \#P-hard except for the following cases: a. f ∈ mathscr P (equivalently, f ∈ sf EO ^ M and τ(f) ⊆ mathscr P ); b. f ∈ mathscr A (equivalently, f ∈ sf EO ^ M and τ(f) ⊆ mathscr A ); c. f ∈ mathscr M ⊗ Δ_1 ; d. f ∈ widetilde mathscr M ⊗ Δ_0 ; in which cases sf Holant ( ≠ _2mid f) is computable in polynomial time.

[MASK]",counting-complexity
2502.05325#6:paper-subarea:1,paper-subarea,2502.05325#6,2502.05325,theorem,query-complexity,"proposition propTRAcompet For (n,m) ∈ N ^2 , Algorithm achieves a competitive ratio of C_ TRA ^ (n,m) , defined as: C_ TRA ^ (n,m) = frac 2 Π _ j=1 ^m (s_j + 1) - 1 n + 1 ≤ frac 2 (1 + frac n m )^m - 1 n + 1 , where s_i is the number of split levels along the i -th feature within the tree f_n .

[MASK]",query-complexity
2502.05597#1:paper-subarea:1,paper-subarea,2502.05597#1,2502.05597,theorem,counting-complexity,"Let F be a set of signatures and f , g be two signatures. Then one of the following holds. up sf Holant ( F ,f,g)equiv _Tup sf Holant ( F ,f ⊗ g) ; up sf Holant ( F ,f ⊗ g) is in FP ^ NP .

[MASK]",counting-complexity
2502.05597#2:paper-subarea:2,paper-subarea,2502.05597#2,2502.05597,theorem,counting-complexity,"Let F be a set of signatures that contains a non-trivial signature of odd arity. Then one of the following holds. up sf Holant ( F ) is \#P-hard; up sf Holant ( F ) is in FP ^ NP .

[MASK]",counting-complexity
2502.05597#10:paper-subarea:3,paper-subarea,2502.05597#10,2502.05597,theorem,counting-complexity,"For any T ∈ GL _2( C ) , up sf Holant ( F mid G ) equiv _T up sf Holant ( F T^ -1 mid T G ).

[MASK]",counting-complexity
2502.05597#14:bound-cloze:1,bound-cloze,2502.05597#14,2502.05597,lemma,counting-complexity,"In the setting of up sf K-Holant (widehat F ) , if (n+1) pairwise linearly independent unary signatures with [MASK] -size can be realized in poly(n) time for any n ∈ N _+ in the setting of up sf K-Holant , then up sf K-Holant (widehat F ,[1,-1]) ≤ _Tup sf K-Holant (widehat F ) .",poly(n)
2502.05597#19:paper-subarea:4,paper-subarea,2502.05597#19,2502.05597,theorem,counting-complexity,"Suppose F is a finite set of signatures mapping Boolean inputs to complex numbers. If F ⊆ mathscr A or F ⊆ mathscr P , then \#up sf CSP ( F ) is computable in polynomial time. Otherwise, \#up sf CSP ( F ) is \#P-hard.

[MASK]",counting-complexity
2502.05597#22:bound-cloze:2,bound-cloze,2502.05597#22,2502.05597,theorem,counting-complexity,"Let F be a set of complex-valued signatures. If F ⊆ mathscr P or F ⊆ mathscr A _[MASK] for some r ∈ [d] , the up sf \#CSP _d( ≠ _2, F ) is tractable; otherwise, up sf \#CSP _d( ≠ _2, F ) is \#P-hard.",d^r
2502.05597#49:bound-cloze:3,bound-cloze,2502.05597#49,2502.05597,lemma,counting-complexity,"Suppose g is a symmetric signature of GHZ type, then there exists an invertible matrix N such that up sf Holant ( F ,g,Δ_0)equiv _Tup sf \#CSP (=_2N,Δ_0N, [MASK] F , N^ -1 Δ_0)",N^ -1
2502.05597#57:bound-cloze:4,bound-cloze,2502.05597#57,2502.05597,lemma,counting-complexity,"Suppose [-1,1,0,0],widehat g ∈ widehat F , where widehat g is an irreducible binary signature and not a multiple of [0,1,0] . Then one of the following holds: There exists an invertible matrix N such that up sf Holant ( F ,Δ_0)equiv _Tup sf \#CSP (=_2N,Δ_0N, [MASK] F , N^ -1 Δ_0) . up sf K-Holant (widehat F ,[1,1])equiv _T up sf Holant ^c( F ) .",N^ -1
2502.06621#1:paper-subarea:1,paper-subarea,2502.06621#1,2502.06621,theorem,descriptive-logic,"Let A be a finite relational structure. Either A pp-constructs K _3 and CSP xspace ( A ) is NP-complete, or Pol ( A ) satisfies the Siggers identity s(x,y,z,x,y,z) ≈ s(y,z,x,z,x,y) and CSP xspace ( A ) is solvable in polynomial time.

[MASK]",descriptive-logic
2502.06621#8:bound-cloze:1,bound-cloze,2502.06621#8,2502.06621,theorem,descriptive-logic,"theorem maintheorem Let B be a countable structure over a finite relational signature. Then (( Q ;<) wr B , ≠ ) is a countably infinite structure without algebraicity over a finite relational signature. If B is ω -categorical, then so is (( Q ;<) wr B , ≠ ) . If B is homogeneous, then so is (( Q ;<) wr B , ≠ ) . In this case, B is Ramsey if and only if (( Q ;<) wr B , ≠ ) is Ramsey. If B is finitely bounded, then so is smash (( Q ;<) wr B , ≠ ) . Moreover, if A is a non-contractible reduct of B , then addtocounter enumi 4 ( Q wr A , ≠ ) is a non-contractible CSP-injective reduct of (( Q ;<) wr B , ≠ ) . CSP xspace ( A ) and CSP xspace ( Q wr A , ≠ ) are Datalog-interreducible. If A is ω -categorical, then so is ( Q wr A , ≠ ) , and A is a model-complete core if and only if ( Q wr A , ≠ ) is. If the number of orbits of d -tuples of A grows slower than 2^ [MASK] , then A pp-constructs K _3 if and only if ( Q wr A , ≠ ) pp-constructs K _3 .",2^ d
2502.06621#8:paper-subarea:2,paper-subarea,2502.06621#8,2502.06621,theorem,descriptive-logic,"theorem maintheorem Let B be a countable structure over a finite relational signature. Then (( Q ;<) wr B , ≠ ) is a countably infinite structure without algebraicity over a finite relational signature. If B is ω -categorical, then so is (( Q ;<) wr B , ≠ ) . If B is homogeneous, then so is (( Q ;<) wr B , ≠ ) . In this case, B is Ramsey if and only if (( Q ;<) wr B , ≠ ) is Ramsey. If B is finitely bounded, then so is smash (( Q ;<) wr B , ≠ ) . Moreover, if A is a non-contractible reduct of B , then addtocounter enumi 4 ( Q wr A , ≠ ) is a non-contractible CSP-injective reduct of (( Q ;<) wr B , ≠ ) . CSP xspace ( A ) and CSP xspace ( Q wr A , ≠ ) are Datalog-interreducible. If A is ω -categorical, then so is ( Q wr A , ≠ ) , and A is a model-complete core if and only if ( Q wr A , ≠ ) is. If the number of orbits of d -tuples of A grows slower than 2^ 2^ d , then A pp-constructs K _3 if and only if ( Q wr A , ≠ ) pp-constructs K _3 .

[MASK]",descriptive-logic
2502.06621#10:paper-subarea:3,paper-subarea,2502.06621#10,2502.06621,theorem,descriptive-logic,"theorem maintheoremtwo The structures ( Q wr A , ≠ ,I_4) and (( Q ;<) wr B , ≠ ,I_4 ) enjoy all properties of ( Q wr A , ≠ ) and (( Q ;<) wr B , ≠ ) from Theorem except that CSP-injectivity is replaced by Pol-injectivity.

[MASK]",descriptive-logic
2502.06621#12:paper-subarea:4,paper-subarea,2502.06621#12,2502.06621,theorem,descriptive-logic,"theorem sandwichthm Let A be a non-contractible reduct of a countable finitely bounded homogeneous structure B . Then there exists a reduct A ' of a countable finitely bounded homogeneous structure B ' together with Datalog-reductions J and J ' from CSP xspace ( A ) to CSP xspace ( A ') and vice versa such that, for every n ∈ N , there exists a finite PCSP template ( S _1, S _2) with the following properties: A ' is a cheese for PCSP xspace ( S _1, S _2) ; thus, PCSP xspace ( S _1, S _2) reduces to CSP xspace ( A ) via J ' . J is correct as a reduction from CSP xspace ( A ) to PCSP xspace ( S _1, S _2) when limited to instances X with the property that X homomorphically maps to A if and only if X homomorphically maps to a substructure of A of size ≤ n . Every finite cheese for PCSP xspace ( S _1, S _2) pp-constructs K _3 ; thus PCSP xspace ( S _1, S _2) is not finitely tractable. A pp-constructs K _3 if and only if A ' pp-constructs K _3 . If A is a model-complete core, then A ' is a model-complete core as well. If B is Ramsey, then B ' is Ramsey as well.

[MASK]",descriptive-logic
2502.07308#1:bound-cloze:1,bound-cloze,2502.07308#1,2502.07308,theorem,derandomization,"For every ρ, ε ∈ (0,1) and k ∈ N , there exist an explicit family of codes C ⊆ Σ^n , such that ρ( C ) ≥ ρ and for any g ∈ Σ^n and any H ⊆ C with abs H ≤ k \[ Ex h ∈ H Δ(g,h) ≥ frac abs H -1 abs H · (1 - ρ - ε) . \] Moreover, the code C has alphabet size 2^ (k^k/ε)^ O(1) and is characterized by parity checks of size [MASK] .",O((k^k/ε)^ O(1) )
2502.07308#1:paper-subarea:1,paper-subarea,2502.07308#1,2502.07308,theorem,derandomization,"For every ρ, ε ∈ (0,1) and k ∈ N , there exist an explicit family of codes C ⊆ Σ^n , such that ρ( C ) ≥ ρ and for any g ∈ Σ^n and any H ⊆ C with abs H ≤ k \[ Ex h ∈ H Δ(g,h) ≥ frac abs H -1 abs H · (1 - ρ - ε) . \] Moreover, the code C has alphabet size 2^ (k^k/ε)^ O(1) and is characterized by parity checks of size O((k^k/ε)^ O(1) ) .

[MASK]",derandomization
2502.07308#2:paper-subarea:2,paper-subarea,2502.07308#2,2502.07308,corollary,derandomization,"For every ρ, ε ∈ (0,1) , there exist an explicit family of codes C ⊆ Σ^n , such that ρ( C ) ≥ ρ and for any g ∈ Σ^n , the list L (g,1-ρ-ε) at radius 1-ρ - ε satisfies \[ abs L (g,1-ρ-ε) = abs {h ∈ C mid Δ(g,h) ≤ 1 - ρ - ε } = O(1/ε) . \] Moreover, the code C has alphabet size 2^ 2^ (1/ε)^ O(1) and is characterized by parity checks of size 2^ (1/ε)^ O(1) .

[MASK]",derandomization
2502.07308#4:paper-subarea:3,paper-subarea,2502.07308#4,2502.07308,theorem,derandomization,"For every ρ, ε ∈ (0,1) and k ∈ N , there exist an explicit family of codes C ⊆ Σ^n , such that ρ( C ) ≥ ρ and for any g ∈ Σ^n and any H ⊆ C with abs H ≤ k \[ Ex h ∈ H Δ(g,h) ≥ frac abs H -1 abs H · (1 - ρ - ε) . \] The code C has alphabet size 2^ (k^k/ε)^ O(1) , and can be list decoded from radius frac k-1 k (1-ρ-ε) deterministically in time n^ 2^ (k^k/ε)^ O(1) with a list of size at most k-1 .

[MASK]",derandomization
